,Unnamed: 0,address,label,name_tag
191,191,22717814,1,61
192,192,191108962,1,61
193,193,190005881,1,61
194,194,191107780,1,61
195,195,191107595,1,61
196,196,190005963,1,61
197,197,190006176,1,61
198,198,191108954,1,61
199,199,189984406,1,61
200,200,190826195,1,61
201,201,191108335,1,61
202,202,190427047,1,61
203,203,190432998,1,61
204,204,190009102,1,61
205,205,190008850,1,61
206,206,191111249,1,61
207,207,191108346,1,61
208,208,191103777,1,61
209,209,189799145,1,61
210,210,190017287,1,61
211,211,12730539,1,61
212,212,41249229,1,61
213,213,115437800,1,61
214,214,191107599,1,61
215,215,190427448,1,61
216,216,191111259,1,61
217,217,41520412,1,61
218,218,189984660,1,61
219,219,189800499,1,61
220,220,190006241,1,61
221,221,191108039,1,61
222,222,189800868,1,61
223,223,190427652,1,61
224,224,190005883,1,61
225,225,191110884,1,61
226,226,191631948,1,61
227,227,190005865,1,61
228,228,190005864,1,61
229,229,190432817,1,61
230,230,190005875,1,61
231,231,189799399,1,61
232,232,190426391,1,61
233,233,54504625,1,61
234,234,190006225,1,61
235,235,191789118,1,61
236,236,191632187,1,62
237,237,22717812,1,61
238,238,191108972,1,61
239,239,190014303,1,61
240,240,191108949,1,61
241,241,191108947,1,61
242,242,191108914,1,61
243,243,190967639,1,61
244,244,189798829,1,61
245,245,191502437,1,61
246,246,191518011,1,61
247,247,190009101,1,61
248,248,22717810,1,61
249,249,190427446,1,61
250,250,191632582,1,61
251,251,190427049,1,61
252,252,11177013,1,61
253,253,191107597,1,61
254,254,190006224,1,61
255,255,190444615,1,61
256,256,190014025,1,61
257,257,189800485,1,61
258,258,179099277,1,67
259,259,179099502,1,67
260,260,226629459,1,67
261,261,179105718,1,67
262,262,175048831,1,67
263,263,220287063,1,67
264,264,179084697,1,67
265,265,175755636,1,67
266,266,179038755,1,67
267,267,226666703,1,67
268,268,179039635,1,67
269,269,175046597,1,67
270,270,226667175,1,67
271,271,175406534,1,67
272,272,205248444,1,67
273,273,226629847,1,67
274,274,226668089,1,67
275,275,175046770,1,67
276,276,175757527,1,67
277,277,226668031,1,67
278,278,179039775,1,67
279,279,179039626,1,67
280,280,226667560,1,67
281,281,226667667,1,67
282,282,179039776,1,67
283,283,120687916,1,67
284,284,175046772,1,67
285,285,174759156,1,67
286,286,205922349,1,67
287,287,179039627,1,68
288,288,175046911,1,67
289,289,179039768,1,67
290,290,226668107,1,67
291,291,5298376,1,67
292,292,174759163,1,67
293,293,175046769,1,67
294,294,226629485,1,67
295,295,226666695,1,67
296,296,175405815,1,68
297,297,179069339,1,67
298,298,175407499,1,67
299,299,226668569,1,67
300,300,175756315,1,67
301,301,179039629,1,67
302,302,179039764,1,67
303,303,226669358,1,67
304,304,179099256,1,67
305,305,175758299,1,68
306,306,216384922,1,68
307,307,226668046,1,67
308,308,179039637,1,67
309,309,216384900,1,67
310,310,226667564,1,67
311,311,179039765,1,67
312,312,226667671,1,67
313,313,179039640,1,67
314,314,124942041,1,67
315,315,226668060,1,67
316,316,216384920,1,67
317,317,179099249,1,67
318,318,226668579,1,67
319,319,174758315,1,67
320,320,5298250,1,67
321,321,226667619,1,67
322,322,226668063,1,67
323,323,226668586,1,67
324,324,179100915,1,67
325,325,186031106,1,67
326,326,179038262,1,67
327,327,226667636,1,67
328,328,226580790,1,67
329,329,226629497,1,67
330,330,174758947,1,67
331,331,226666704,1,67
332,332,179039772,1,67
333,333,179039771,1,67
334,334,175756861,1,67
335,335,175046936,1,67
336,336,226579074,1,67
337,337,226668039,1,67
338,338,179039767,1,67
339,339,226629494,1,67
340,340,175757689,1,67
341,341,198221236,1,67
342,342,25876681,1,67
343,343,175046937,1,67
344,344,175756285,1,67
345,345,179039633,1,67
346,346,226668102,1,67
347,347,179039774,1,67
348,348,226668057,1,67
349,349,25876780,1,67
350,350,179037718,1,67
351,351,226669375,1,67
352,352,179039608,1,67
353,353,226667656,1,67
354,354,175406302,1,67
355,355,226668573,1,67
356,356,226669526,1,67
357,357,179039630,1,67
358,358,179039634,1,67
359,359,5298349,1,67
360,360,175759710,1,67
361,361,205920729,1,67
362,362,5298208,1,67
363,363,175046587,1,67
364,364,179099727,1,68
365,365,175756276,1,67
366,366,226667649,1,67
367,367,175755824,1,67
368,368,179099715,1,67
369,369,226667659,1,67
370,370,226668073,1,67
371,371,179105985,1,67
372,372,175755631,1,67
373,373,226668097,1,67
374,374,5298340,1,67
375,375,179105964,1,67
376,376,226667165,1,67
377,377,179105988,1,67
378,378,175755614,1,68
379,379,5298319,1,67
380,380,226668036,1,67
381,381,226629481,1,67
382,382,179039766,1,67
383,383,205921598,1,67
384,384,218190265,1,67
385,385,65928277,1,67
386,386,205248715,1,67
387,387,175757130,1,67
388,388,175756033,1,67
389,389,179039073,1,67
390,390,226629489,1,67
391,391,205922315,1,67
392,392,226667615,1,67
393,393,226667170,1,67
394,394,179105973,1,67
395,395,226666700,1,67
396,396,226668056,1,67
397,397,226668106,1,67
398,398,205920497,1,67
399,399,175757542,1,69
400,400,216384914,1,67
401,401,174758213,1,67
402,402,5298322,1,67
403,403,5298294,1,67
404,404,216384899,1,67
405,405,175047326,1,67
406,406,226668066,1,67
407,407,226668053,1,67
408,408,121285263,1,67
409,409,175046585,1,67
410,410,47515420,1,67
411,411,226668092,1,67
412,412,50332887,1,67
413,413,226667672,1,67
414,414,226667662,1,67
415,415,198221474,1,67
416,416,179039638,1,67
417,417,179098885,1,67
418,418,179039624,1,67
419,419,179039636,1,67
420,420,179039628,1,67
421,421,226667162,1,67
422,422,5298286,1,67
423,423,205921115,1,67
424,424,180188265,1,67
425,425,179039625,1,67
426,426,175410711,1,67
427,427,225227107,1,67
428,428,226629466,1,67
429,429,5298346,1,67
430,430,179039778,1,67
431,431,226668069,1,67
432,432,226668576,1,67
433,433,175757332,1,67
434,434,175756275,1,67
435,435,226667562,1,67
436,436,226668094,1,67
437,437,175046606,1,67
438,438,175756281,1,67
439,439,226668567,1,67
440,440,226668085,1,67
441,441,175046583,1,67
442,442,179039631,1,67
443,443,226668104,1,67
444,444,175046910,1,67
445,445,175756307,1,67
446,446,175046935,1,67
447,447,175756775,1,67
448,448,175759428,1,67
449,449,226629474,1,67
450,450,175411118,1,67
451,451,175757673,1,67
452,452,175755619,1,68
453,453,5298317,1,67
454,454,226629469,1,67
455,455,226667157,1,67
456,456,179099234,1,68
457,457,175410705,1,67
458,458,226666693,1,67
459,459,179582647,1,68
460,460,183035845,1,67
461,461,213406254,1,67
462,462,226667555,1,67
463,463,5298236,1,68
464,464,226667624,1,67
465,465,135722390,1,67
466,466,226668051,1,67
467,467,25877557,1,67
468,468,179100045,1,67
469,469,5298273,1,67
470,470,5298305,1,67
471,471,226668078,1,67
472,472,216384921,1,67
473,473,226668043,1,67
474,474,124942061,1,67
475,475,226667559,1,67
476,476,226667665,1,67
477,477,50332419,1,67
478,478,175406508,1,67
479,479,175048242,1,67
480,480,175406512,1,67
481,481,226667152,1,67
482,482,175755806,1,67
483,483,179099725,1,67
484,484,175047343,1,67
485,485,175046774,1,67
486,486,179100516,1,67
487,487,175405620,1,67
488,488,226667641,1,67
489,489,25877561,1,67
490,490,5298308,1,67
491,491,175046603,1,67
492,492,175478525,1,67
493,493,226667167,1,67
494,494,175405586,1,67
495,495,226668589,1,67
496,496,179582590,1,67
497,497,5298275,1,67
498,498,175756707,1,69
499,499,205921701,1,67
500,500,5298374,1,67
501,501,205248696,1,67
502,502,226666697,1,67
503,503,216384916,1,67
504,504,205922828,1,67
505,505,174757904,1,67
506,506,43523344,1,79
507,507,43327192,1,77
508,508,42627141,1,82
509,509,43003119,1,82
510,510,43438203,1,72
511,511,43523018,1,77
512,512,43525013,1,82
513,513,43327208,1,77
514,514,42627147,1,82
515,515,43004044,1,77
516,516,43007143,1,82
517,517,43525228,1,79
518,518,43007170,1,77
519,519,43327204,1,77
520,520,43328043,1,77
521,521,43522396,1,77
522,522,43527419,1,72
523,523,43003669,1,72
524,524,234166496,1,99
525,525,205041271,1,99
526,526,234559675,1,99
527,527,234559579,1,99
528,528,234560092,1,98
529,529,234574630,1,98
530,530,234559574,1,99
531,531,234169860,1,99
532,532,234711175,1,99
533,533,234711170,1,99
534,534,234166249,1,98
535,535,235427807,1,99
536,536,234559577,1,99
537,537,234561313,1,98
538,538,113788568,1,98
539,539,234167203,1,99
540,540,234672056,1,99
541,541,234167190,1,99
542,542,234167188,1,99
543,543,234168819,1,98
544,544,28601468,1,98
545,545,234565906,1,98
546,546,234836322,1,98
547,547,236112218,1,98
548,548,234559676,1,99
549,549,234574632,1,98
550,550,234565917,1,98
551,551,234672034,1,99
552,552,205042152,1,98
553,553,234561904,1,99
554,554,234635131,1,99
555,555,102250802,1,98
556,556,234635128,1,99
557,557,234559706,1,98
558,558,234559580,1,99
559,559,234836238,1,98
560,560,234711186,1,99
561,561,234836328,1,98
562,562,234561714,1,99
563,563,234711183,1,99
564,564,234560979,1,98
565,565,234560103,1,99
566,566,234830766,1,98
567,567,234711179,1,99
568,568,234559575,1,99
569,569,234642707,1,99
570,570,234830765,1,98
571,571,234167193,1,98
572,572,114786141,1,98
573,573,235420162,1,99
574,574,234672036,1,99
575,575,234711185,1,99
576,576,234711172,1,99
577,577,234559673,1,99
578,578,234574642,1,98
579,579,234560075,1,99
580,580,234167195,1,98
581,581,234672028,1,99
582,582,234565914,1,98
583,583,234574795,1,98
584,584,234559581,1,98
585,585,234592035,1,98
586,586,119691078,1,98
587,587,234166251,1,98
588,588,234672055,1,99
589,589,234635140,1,99
590,590,234559583,1,99
591,591,234565815,1,98
592,592,64580922,1,98
593,593,3152098,1,98
594,594,234565828,1,98
595,595,234672051,1,99
596,596,203221795,1,98
597,597,234672024,1,99
598,598,236114869,1,98
599,599,235425127,1,99
600,600,234711169,1,99
601,601,234169263,1,98
602,602,234565856,1,98
603,603,113788742,1,98
604,604,234180525,1,99
605,605,15843652,1,99
606,606,234672050,1,99
607,607,126995423,1,99
608,608,236114959,1,98
609,609,64581186,1,98
610,610,234166563,1,98
611,611,64580914,1,98
612,612,234711181,1,99
613,613,236113168,1,98
614,614,234835371,1,98
615,615,234711174,1,99
616,616,35429655,1,98
617,617,205031523,1,98
618,618,234565886,1,98
619,619,235421960,1,99
620,620,234559578,1,99
621,621,234560074,1,99
622,622,234590522,1,98
623,623,234574627,1,98
624,624,234835399,1,98
625,625,234672044,1,99
626,626,235419634,1,99
627,627,234560113,1,99
628,628,64581185,1,98
629,629,234711187,1,99
630,630,234169275,1,99
631,631,234561302,1,98
632,632,234672037,1,99
633,633,234561907,1,99
634,634,234835415,1,99
635,635,234672033,1,99
636,636,234564496,1,98
637,637,234559576,1,99
638,638,234672029,1,99
639,639,234672039,1,99
640,640,234672041,1,99
641,641,234711184,1,99
642,642,64099484,1,99
643,643,64580594,1,98
644,644,234711189,1,99
645,645,234166216,1,98
646,646,234561902,1,99
647,647,15966722,1,99
648,648,235427814,1,98
649,649,234560093,1,98
650,650,234711176,1,99
651,651,113788733,1,98
652,652,234166489,1,99
653,653,234672035,1,99
654,654,234835269,1,98
655,655,399669229,1,103
656,656,346377617,1,103
657,657,346380936,1,103
658,658,346382173,1,103
659,659,346381308,1,103
660,660,346381949,1,103
661,661,399842647,1,103
662,662,346378501,1,103
663,663,346376759,1,103
664,664,346377404,1,103
665,665,277947077,1,103
666,666,399669356,1,103
667,667,349263791,1,103
668,668,346376916,1,103
669,669,228444536,1,103
670,670,346379349,1,103
671,671,339057993,1,108
672,672,339057991,1,108
673,673,339095527,1,108
674,674,339057111,1,108
675,675,339057527,1,108
676,676,339094210,1,108
677,677,339095537,1,108
678,678,339093800,1,108
679,679,339516448,1,108
680,680,339057313,1,108
681,681,339057238,1,108
682,682,339094213,1,108
683,683,339976254,1,108
684,684,339093790,1,108
685,685,339101045,1,108
686,686,339093164,1,108
687,687,339057925,1,108
688,688,340072992,1,108
689,689,339095249,1,108
690,690,339057209,1,108
691,691,339057693,1,108
692,692,339094200,1,108
693,693,339057317,1,108
694,694,139667444,1,108
695,695,339057154,1,108
696,696,339067839,1,108
697,697,339096346,1,108
698,698,339964561,1,108
699,699,339058536,1,108
700,700,339964553,1,108
701,701,272977864,1,108
702,702,339057690,1,108
703,703,339096341,1,108
704,704,339096342,1,108
705,705,339093557,1,108
706,706,339648597,1,108
707,707,339095127,1,108
708,708,339093595,1,108
709,709,339057185,1,108
710,710,339096355,1,108
711,711,339095262,1,108
712,712,339057208,1,108
713,713,339120981,1,108
714,714,339057930,1,108
715,715,339553166,1,108
716,716,339095633,1,108
717,717,339057875,1,108
718,718,339057918,1,108
719,719,339057175,1,108
720,720,339057171,1,108
721,721,339095657,1,108
722,722,339097021,1,108
723,723,339057490,1,108
724,724,339095612,1,108
725,725,339093177,1,108
726,726,339093170,1,108
727,727,339057359,1,108
728,728,339553089,1,108
729,729,339093280,1,108
730,730,339097069,1,108
731,731,339093920,1,108
732,732,272977666,1,108
733,733,339093644,1,108
734,734,339057234,1,108
735,735,339057155,1,108
736,736,339057876,1,108
737,737,272974470,1,108
738,738,339057921,1,108
739,739,339093639,1,108
740,740,339057962,1,108
741,741,339057896,1,108
742,742,339057207,1,108
743,743,339058551,1,108
744,744,339262304,1,109
745,745,339093289,1,108
746,746,339093287,1,108
747,747,339058299,1,108
748,748,339058347,1,108
749,749,339093169,1,108
750,750,339095643,1,108
751,751,339120962,1,108
752,752,339057230,1,108
753,753,339643062,1,109
754,754,339642998,1,109
755,755,339057924,1,108
756,756,339643095,1,108
757,757,339093567,1,108
758,758,339057889,1,108
759,759,339964537,1,108
760,760,339095222,1,108
761,761,7783087,1,108
762,762,339057900,1,108
763,763,339093928,1,108
764,764,339057216,1,108
765,765,339095280,1,108
766,766,339643102,1,108
767,767,339553019,1,108
768,768,339495016,1,108
769,769,339057556,1,108
770,770,339093173,1,108
771,771,339057536,1,108
772,772,339095543,1,108
773,773,339057349,1,108
774,774,339057143,1,108
775,775,339096358,1,108
776,776,339057180,1,108
777,777,339156510,1,108
778,778,339093932,1,108
779,779,339095569,1,108
780,780,339057217,1,108
781,781,339057203,1,108
782,782,339095629,1,108
783,783,339095534,1,109
784,784,339057898,1,108
785,785,339095621,1,108
786,786,339057328,1,108
787,787,339095155,1,108
788,788,339057979,1,108
789,789,339057107,1,108
790,790,339058421,1,108
791,791,339094191,1,108
792,792,339101933,1,108
793,793,339093597,1,108
794,794,339057947,1,108
795,795,339057127,1,108
796,796,208356091,1,108
797,797,339096352,1,108
798,798,339057627,1,108
799,799,339096354,1,108
800,800,339057938,1,108
801,801,339057920,1,108
802,802,339057342,1,108
803,803,339058373,1,108
804,804,339096339,1,108
805,805,339094169,1,108
806,806,339095556,1,108
807,807,339057949,1,108
808,808,339096351,1,108
809,809,339096353,1,108
810,810,339057361,1,108
811,811,339058387,1,108
812,812,339094202,1,108
813,813,339096349,1,108
814,814,339093786,1,108
815,815,339157932,1,108
816,816,339643017,1,109
817,817,339057980,1,108
818,818,339094219,1,108
819,819,339057612,1,108
820,820,339094506,1,108
821,821,339093550,1,108
822,822,339057558,1,108
823,823,339057668,1,108
824,824,339642957,1,108
825,825,339057869,1,108
826,826,339095284,1,108
827,827,339095524,1,108
828,828,339058368,1,108
829,829,339096344,1,108
830,830,339057515,1,108
831,831,339096356,1,108
832,832,339095661,1,108
833,833,339261655,1,108
834,834,339058321,1,108
835,835,167064478,1,108
836,836,339095269,1,108
837,837,339964518,1,108
838,838,284128608,1,108
839,839,339093175,1,108
840,840,339262005,1,108
841,841,340072999,1,108
842,842,340072827,1,108
843,843,339057973,1,108
844,844,339057850,1,108
845,845,339057882,1,108
846,846,182668046,1,108
847,847,339096343,1,108
848,848,7783042,1,109
849,849,339093581,1,108
850,850,339095649,1,108
851,851,339057989,1,108
852,852,339057505,1,108
853,853,340072989,1,108
854,854,339643019,1,108
855,855,339057952,1,108
856,856,339093165,1,108
857,857,7782794,1,108
858,858,339643099,1,108
859,859,340072976,1,108
860,860,339094217,1,108
861,861,339095202,1,108
862,862,208356085,1,108
863,863,146478749,1,108
864,864,339057112,1,108
865,865,339093296,1,108
866,866,339057651,1,108
867,867,339057660,1,108
868,868,339096348,1,108
869,869,339553114,1,108
870,870,339642966,1,109
871,871,339057213,1,108
872,872,339095234,1,108
873,873,339094179,1,108
874,874,339642932,1,108
875,875,339057829,1,108
876,876,339964831,1,108
877,877,339057667,1,108
878,878,339057358,1,108
879,879,339057903,1,108
880,880,339057932,1,108
881,881,339095112,1,108
882,882,339057917,1,108
883,883,339095143,1,108
884,884,339095120,1,108
885,885,339095161,1,108
886,886,339057501,1,108
887,887,339057167,1,108
888,888,339057878,1,108
889,889,339057493,1,108
890,890,339057957,1,108
891,891,339553108,1,108
892,892,339057672,1,108
893,893,339057363,1,108
894,894,339057250,1,108
895,895,339512721,1,108
896,896,339095636,1,108
897,897,339553110,1,108
898,898,339095181,1,108
899,899,339093610,1,108
900,900,339057198,1,108
901,901,339057133,1,108
902,902,339057246,1,108
903,903,339096357,1,108
904,904,339057243,1,108
905,905,339095214,1,108
906,906,339096728,1,108
907,907,339642992,1,108
908,908,339120984,1,108
909,909,339095567,1,108
910,910,339096340,1,108
911,911,339095176,1,108
912,912,339095574,1,108
913,913,339057123,1,108
914,914,339057873,1,108
915,915,339095140,1,108
916,916,339642989,1,108
917,917,339096347,1,108
918,918,339095128,1,108
919,919,339057967,1,108
920,920,339261257,1,108
921,921,339642924,1,109
922,922,339057177,1,108
923,923,339095197,1,108
924,924,339094197,1,108
925,925,339553269,1,108
926,926,339057840,1,108
927,927,339057909,1,108
928,928,339094183,1,108
929,929,339095576,1,108
930,930,339093642,1,108
931,931,339095085,1,108
932,932,339093176,1,108
933,933,339553008,1,108
934,934,339093168,1,108
935,935,339094207,1,108
936,936,339095581,1,108
937,937,339057498,1,108
938,938,272979281,1,108
939,939,11196548,1,108
940,940,339057540,1,108
941,941,339060157,1,108
942,942,339057977,1,108
943,943,339057144,1,108
944,944,340072817,1,109
945,945,339262401,1,108
946,946,339095158,1,108
947,947,339093167,1,108
948,948,339095131,1,108
949,949,339101940,1,108
950,950,185915034,1,108
951,951,339057153,1,108
952,952,339095079,1,108
953,953,339057135,1,108
954,954,339964521,1,108
955,955,339058555,1,108
956,956,339095579,1,108
957,957,339057857,1,108
958,958,339093171,1,108
959,959,339095110,1,108
960,960,339057547,1,108
961,961,339094205,1,108
962,962,15236494,1,113
963,963,16152980,1,113
964,964,15857751,1,113
965,965,15857749,1,113
966,966,15239309,1,113
967,967,14948822,1,113
968,968,14948913,1,113
969,969,15236318,1,113
970,970,15238267,1,113
971,971,15235784,1,113
972,972,16152474,1,113
973,973,15236338,1,113
974,974,78144215,1,113
975,975,15236476,1,113
976,976,16152154,1,113
977,977,15857241,1,113
978,978,14946482,1,113
979,979,14946502,1,113
980,980,15236323,1,113
981,981,15235816,1,113
982,982,15236007,1,113
983,983,14946498,1,113
984,984,15235793,1,113
985,985,14946546,1,113
986,986,15240358,1,113
987,987,15483941,1,113
988,988,15235811,1,113
989,989,15235742,1,113
990,990,15236463,1,113
991,991,14946583,1,113
992,992,15235799,1,113
993,993,15858282,1,113
994,994,15236333,1,113
995,995,15236485,1,113
996,996,16155707,1,113
997,997,14946550,1,113
998,998,15221556,1,113
999,999,21599005,1,113
1000,1000,15857236,1,113
1001,1001,21701149,1,113
1002,1002,14946591,1,113
1003,1003,15856841,1,113
1004,1004,14949429,1,113
1005,1005,244629384,1,118
1006,1006,244630863,1,118
1007,1007,244630893,1,118
1008,1008,240791672,1,117
1009,1009,244629192,1,118
1010,1010,243780659,1,117
1011,1011,243780773,1,117
1012,1012,243780864,1,118
1013,1013,244629181,1,118
1014,1014,243780683,1,117
1015,1015,241503798,1,117
1016,1016,244628511,1,117
1017,1017,244629392,1,118
1018,1018,244629532,1,117
1019,1019,244630858,1,118
1020,1020,241503808,1,118
1021,1021,243780609,1,117
1022,1022,244629544,1,118
1023,1023,241537479,1,117
1024,1024,244630758,1,118
1025,1025,238239788,1,118
1026,1026,244630889,1,117
1027,1027,244630831,1,117
1028,1028,244629912,1,118
1029,1029,244629513,1,118
1030,1030,241537034,1,117
1031,1031,243780733,1,117
1032,1032,240785418,1,117
1033,1033,239219639,1,117
1034,1034,240785658,1,117
1035,1035,243780808,1,118
1036,1036,238256043,1,117
1037,1037,244629251,1,118
1038,1038,244630299,1,118
1039,1039,238222812,1,117
1040,1040,241415649,1,117
1041,1041,241537035,1,117
1042,1042,243780855,1,118
1043,1043,243780689,1,117
1044,1044,244629190,1,117
1045,1045,244629897,1,118
1046,1046,244629572,1,117
1047,1047,244630836,1,118
1048,1048,243780649,1,117
1049,1049,241537041,1,118
1050,1050,243780852,1,117
1051,1051,244629936,1,117
1052,1052,243780803,1,117
1053,1053,244629226,1,117
1054,1054,244630867,1,117
1055,1055,244629378,1,118
1056,1056,241537031,1,117
1057,1057,245656393,1,117
1058,1058,244629204,1,118
1059,1059,244629220,1,117
1060,1060,244629144,1,117
1061,1061,244630232,1,118
1062,1062,243780983,1,118
1063,1063,244629249,1,118
1064,1064,241537655,1,118
1065,1065,244629210,1,117
1066,1066,241489210,1,117
1067,1067,244630882,1,117
1068,1068,243780810,1,117
1069,1069,244629188,1,118
1070,1070,243780769,1,117
1071,1071,243780692,1,117
1072,1072,243780782,1,117
1073,1073,244630846,1,118
1074,1074,244629139,1,118
1075,1075,243780735,1,117
1076,1076,244630878,1,117
1077,1077,243780625,1,117
1078,1078,241502401,1,117
1079,1079,243780623,1,117
1080,1080,244629482,1,117
1081,1081,244630842,1,118
1082,1082,240772643,1,117
1083,1083,238193262,1,117
1084,1084,244629967,1,118
1085,1085,244629901,1,117
1086,1086,244630890,1,118
1087,1087,244629469,1,117
1088,1088,244628494,1,117
1089,1089,244629136,1,117
1090,1090,241502833,1,117
1091,1091,244630861,1,117
1092,1092,244630834,1,118
1093,1093,243780628,1,118
1094,1094,241537027,1,117
1095,1095,243780856,1,118
1096,1096,241503295,1,117
1097,1097,244630853,1,117
1098,1098,243780671,1,117
1099,1099,243780706,1,118
1100,1100,243780243,1,117
1101,1101,244629135,1,117
1102,1102,243780698,1,118
1103,1103,243780211,1,117
1104,1104,239235783,1,117
1105,1105,244629569,1,118
1106,1106,244628490,1,118
1107,1107,244629239,1,118
1108,1108,244629530,1,117
1109,1109,243780805,1,118
1110,1110,239211894,1,117
1111,1111,244629564,1,117
1112,1112,244630898,1,117
1113,1113,244628499,1,118
1114,1114,244630896,1,117
1115,1115,243781008,1,118
1116,1116,244629560,1,118
1117,1117,243780783,1,117
1118,1118,243780208,1,117
1119,1119,243780205,1,117
1120,1120,244628502,1,118
1121,1121,244629168,1,118
1122,1122,243780715,1,117
1123,1123,241537638,1,118
1124,1124,244629890,1,118
1125,1125,243780687,1,118
1126,1126,243780678,1,118
1127,1127,243780712,1,117
1128,1128,244629224,1,118
1129,1129,244630755,1,117
1130,1130,241537047,1,118
1131,1131,244629916,1,118
1132,1132,240888968,1,118
1133,1133,238196937,1,117
1134,1134,238363563,1,117
1135,1135,244629195,1,117
1136,1136,241537422,1,118
1137,1137,243780660,1,118
1138,1138,238216105,1,117
1139,1139,245844356,1,117
