Unnamed: 0,address,timeStep
340,49558738,1
341,233599185,1
342,233599198,1
343,232065266,1
344,232073363,1
345,232009878,1
346,232009889,1
347,232342532,1
348,3877856,1
349,230437700,1
350,5662056,1
351,230522934,1
352,230445151,1
353,232899771,1
354,22013857,1
355,232903082,1
356,222399481,1
357,232893753,1
358,230456357,1
359,232922109,1
360,230645753,1
361,76866419,1
362,230418806,1
363,230428367,1
364,230439622,1
365,93518448,1
366,40623301,1
367,2920819,1
368,230472251,1
369,230473461,1
370,232470505,1
371,232470504,1
372,232957892,1
373,3204359,1
374,232054853,1
375,105586706,1
376,233097530,1
377,3717740,1
378,230456360,1
379,230444451,1
380,16555074,1
381,232017363,1
382,230451735,1
383,79111639,1
384,232403460,1
385,232904009,1
386,233220194,1
387,230528722,1
388,230528710,1
389,232342530,1
390,199529191,1
391,232017777,1
392,232054860,1
393,230530309,1
394,75598059,1
395,61820358,1
396,3875116,1
397,230520120,1
398,230531174,1
399,230531529,1
400,232446225,1
401,182442258,1
402,230440527,1
403,230456382,1
404,232404259,1
405,230658164,1
406,75600755,1
407,230425547,1
408,232000581,1
409,230716290,1
410,73325019,1
411,230681123,1
412,232654975,1
413,192392088,1
414,232037400,1
415,232037399,1
416,230517591,1
417,3385562,1
418,230464746,1
419,230464556,1
420,2713814,1
421,185535373,1
422,19146132,1
423,232354183,1
424,14942862,1
425,195237909,1
426,230421654,1
427,183321578,1
428,232392931,1
429,3876606,1
430,232460526,1
431,230458741,1
432,230458655,1
433,230692824,1
434,230551388,1
435,34162816,1
436,230539732,1
437,232431910,1
438,76866739,1
439,87889632,1
440,230444448,1
441,4996915,1
442,230464771,1
443,20510018,1
444,230334719,1
445,232000584,1
446,203812102,1
447,232431931,1
448,230673815,1
449,232383231,1
450,232034284,1
451,198358107,1
452,198363083,1
453,198426420,1
454,2923374,1
455,53204358,1
456,230586868,1
457,2754445,1
458,7460711,1
459,230470030,1
460,230390238,1
461,230456623,1
462,232903064,1
463,113492022,1
464,232903069,1
465,99506340,1
466,2713749,1
467,56588535,1
468,232012309,1
469,230411297,1
470,230470029,1
471,230438482,1
472,230438479,1
473,232412807,1
474,80044762,1
475,5197391,1
476,106306280,1
477,230411659,1
478,76864781,1
479,37001822,1
480,86977694,1
481,230540192,1
482,230516994,1
483,54735213,1
484,219837311,1
485,234017978,1
486,230530258,1
487,3416106,1
488,74325541,1
489,232010758,1
490,4988292,1
491,230411274,1
492,232670457,1
493,232673585,1
494,230537141,1
495,230530176,1
496,232067342,1
497,230345439,1
498,29115493,1
499,14713336,1
500,230336239,1
501,232019233,1
502,230530819,1
503,230455738,1
504,232639903,1
505,232921306,1
506,76867053,1
507,230544483,1
508,87823727,1
509,230452736,1
510,45936391,1
511,232000938,1
512,232000936,1
513,232895310,1
514,230331387,1
515,231993291,1
516,230472718,1
517,27533958,1
518,230522939,1
519,166888820,1
520,230548582,1
521,230548586,1
522,3908453,1
523,230409254,1
524,76865205,1
525,75604333,1
526,2912780,1
527,230437116,1
528,230543170,1
529,230530317,1
530,230923479,1
531,232897813,1
532,232431861,1
533,232018604,1
534,75604019,1
535,232067357,1
536,3891191,1
537,3851887,1
538,232347599,1
539,232069314,1
540,232038134,1
541,232061952,1
542,230548931,1
543,230548930,1
544,232949441,1
545,232349072,1
546,20299716,1
547,230543312,1
548,87823631,1
549,84064852,1
550,232022782,1
551,1050220,1
552,230686565,1
553,86353799,1
554,232472561,1
555,232673957,1
556,232673961,1
557,3114489,1
558,107227719,1
559,232002739,1
560,230439786,1
561,232907894,1
562,230530242,1
563,36340051,1
564,232037090,1
565,230444459,1
566,232377087,1
567,13285375,1
568,230901179,1
569,230528715,1
570,230457906,1
571,230649780,1
572,75600731,1
573,75597414,1
574,230457093,1
575,230457090,1
576,233842379,1
577,232457179,1
578,232457182,1
579,232448785,1
580,232448783,1
581,35558560,1
582,230531926,1
583,156330450,1
584,202251566,1
585,232440028,1
586,3877118,1
587,230397187,1
588,231994209,1
589,231994210,1
590,230659440,1
591,51140228,1
592,232643045,1
593,232349125,1
594,73119118,1
595,232031824,1
596,34381791,1
597,232473204,1
598,232068053,1
599,230445153,1
600,232374910,1
601,75605340,1
602,75604075,1
603,230540580,1
604,230540579,1
605,232039890,1
606,232039888,1
607,232441173,1
608,232023544,1
609,232023929,1
610,34923889,1
611,230411328,1
612,88003736,1
613,89609627,1
614,2718195,1
615,2865010,1
616,230456327,1
617,230456324,1
618,230517601,1
619,232025998,1
620,230519593,1
621,230519589,1
622,4049602,1
623,226889376,1
624,232026318,1
625,27279853,1
626,27527984,1
627,230354384,1
628,230473578,1
629,232465856,1
630,232073368,1
631,230530293,1
632,234452271,1
633,74478273,1
634,131659143,1
635,230473482,1
636,230658282,1
637,230442140,1
638,232919400,1
639,230456385,1
640,230456384,1
641,230530229,1
642,75600717,1
643,75605330,1
644,230530200,1
645,182449541,1
646,230419201,1
647,82945549,1
648,230442139,1
649,232921766,1
650,230418124,1
651,90935592,1
652,3912534,1
653,230527759,1
654,232919605,1
655,230531170,1
656,230334753,1
657,52191313,1
658,102404547,1
659,232654499,1
660,87823757,1
661,230547979,1
662,75597405,1
663,230426815,1
664,232010338,1
665,230417568,1
666,230392232,1
667,230392230,1
668,195215469,1
669,230540196,1
670,34031118,1
671,225944002,1
672,87739542,1
673,230330544,1
674,230338271,1
675,37231292,1
676,2929196,1
677,3881827,1
678,230658150,1
679,232072340,1
680,48236824,1
681,230458577,1
682,232432886,1
683,232040265,1
684,230330962,1
685,73191409,1
686,11998335,1
687,230599182,1
688,230402449,1
689,232431935,1
690,232392947,1
691,2778105,1
692,232440097,1
693,230653282,1
694,230653288,1
695,230518261,1
696,230518258,1
697,230557022,1
698,232448425,1
699,87823679,1
700,230549076,1
701,79871665,1
702,230687058,1
703,175872615,1
704,230457868,1
705,232472215,1
706,232472220,1
707,232907868,1
708,230530333,1
709,230530233,1
710,232431924,1
711,63186078,1
712,75604036,1
713,232066385,1
714,230516005,1
715,230516004,1
716,231179652,1
717,232465409,1
718,80045322,1
719,230548958,1
720,3898382,1
721,232431869,1
722,232673468,1
723,33453302,1
724,3876980,1
725,3876998,1
726,11343564,1
727,230651834,1
728,230659121,1
729,230412060,1
730,232795825,1
731,232345693,1
732,232035061,1
733,230423949,1
734,230423848,1
735,231998448,1
736,231998131,1
737,231565690,1
738,2791962,1
739,232033534,1
740,232432891,1
741,230472247,1
742,230643071,1
743,232633987,1
744,31663613,1
745,231253425,1
746,230455960,1
747,27323573,1
748,209416370,1
749,230455963,1
750,212706911,1
751,230548574,1
752,213736040,1
753,198356667,1
754,38793679,1
755,75604916,1
756,230621237,1
757,3408161,1
758,3882798,1
759,230530345,1
760,230455764,1
761,7105998,1
762,234431587,1
763,53549918,1
764,230439805,1
765,232401224,1
766,10216529,1
767,230445159,1
768,75598324,1
769,230602337,1
770,125738786,1
771,230354705,1
772,37232627,1
773,230459145,1
774,232549860,1
775,208537161,1
776,88906998,1
777,75607469,1
778,230530254,1
779,195237911,1
780,86261919,1
781,2716232,1
782,87823772,1
783,232904582,1
784,232440109,1
785,75604043,1
786,11665997,1
787,230650904,1
788,231993295,1
789,231995257,1
790,219844395,1
791,232455961,1
792,230428647,1
793,34255082,1
794,232035280,1
795,3857826,1
796,231180498,1
797,230445150,1
798,230440526,1
799,12456270,1
800,230525364,1
801,230659120,1
802,5608369,1
803,232448379,1
804,230523203,1
805,88055509,1
806,37234025,1
807,60428736,1
808,232007259,1
809,231990479,1
810,232427169,1
811,232433797,1
812,232009318,1
813,8390228,1
814,230516459,1
815,231996113,1
816,230588248,1
817,232656726,1
818,230465376,1
819,13995945,1
820,196536221,1
821,5035357,1
822,230530321,1
823,232445704,1
824,230650044,1
825,230650191,1
826,33809076,1
827,230437676,1
828,17152398,1
829,230442067,1
830,231992557,1
831,232019118,1
832,230557021,1
833,231994213,1
834,214640850,1
835,232431900,1
836,16027454,1
837,49186045,1
838,232432884,1
839,60579970,1
840,67204095,1
841,20664692,1
842,231267445,1
843,62111535,1
844,232356999,1
845,232898395,1
846,230683551,1
847,230347375,1
848,230658291,1
849,232897182,1
850,230592895,1
851,232342233,1
852,232346075,1
853,13258060,1
854,230530058,1
855,230530049,1
856,75604010,1
857,20306273,1
858,230659430,1
859,230659445,1
860,230523246,1
861,232431929,1
862,230578938,1
863,230645825,1
864,230649124,1
865,230434020,1
866,232034946,1
867,230438483,1
868,230349222,1
869,232696994,1
870,230602580,1
871,232359151,1
872,39915271,1
873,230465378,1
874,230465367,1
875,232348838,1
876,36412430,1
877,87823739,1
878,230425996,1
879,230425992,1
880,234075335,1
881,75604061,1
882,232068046,1
883,230524593,1
884,230524524,1
885,28177105,1
886,22128620,1
887,230420824,1
888,75197702,1
889,3874964,1
890,3912536,1
891,230877155,1
892,232009687,1
893,230411347,1
894,232433655,1
895,2760789,1
896,232470480,1
897,230519603,1
898,73738963,1
899,230400468,1
900,230400467,1
901,230652186,1
902,232923173,1
903,232923556,1
904,231992573,1
905,232632920,1
906,232629023,1
907,231573972,1
908,233999928,1
909,230559686,1
910,230595373,1
911,63006056,1
912,233599183,1
913,232423723,1
914,18981892,1
915,230537131,1
916,231492487,1
917,232903605,1
918,230552340,1
919,232008165,1
920,230438538,1
921,76866745,1
922,230531543,1
923,230451706,1
924,63437050,1
925,230408898,1
926,30469907,1
927,230455943,1
928,32477885,1
929,230540700,1
930,195231797,1
931,230468041,1
932,230397485,1
933,21696454,1
934,75597421,1
935,230414067,1
936,232339516,1
937,230555001,1
938,230452758,1
939,76627599,1
940,232443614,1
941,232448385,1
942,5294829,1
943,65784644,1
944,230530349,1
945,75604072,1
946,230414055,1
947,232009696,1
948,232009699,1
949,37232631,1
950,232031833,1
951,232655975,1
952,60492027,1
953,230530338,1
954,230404561,1
955,230454327,1
956,230454323,1
957,230531169,1
958,1874227,1
959,232000582,1
960,230339661,1
961,10506205,1
962,10288849,1
963,232403821,1
964,82124528,1
965,232432894,1
966,205317238,1
967,230542752,1
968,23312717,1
969,230653312,1
970,230586278,1
971,232377110,1
972,230550396,1
973,18907280,1
974,230612860,1
975,28261907,1
976,230465374,1
977,10872471,1
978,230649123,1
979,232022462,1
980,232468551,1
981,230404574,1
982,230404572,1
983,76864767,1
984,232380264,1
985,232380263,1
986,230599952,1
987,230539729,1
988,232953069,1
989,102053374,1
990,232949055,1
991,232431888,1
992,219844310,1
993,230456381,1
994,23316173,1
995,232417457,1
996,58836743,1
997,36566888,1
998,232059609,1
999,230418055,1
1000,231223914,1
1001,230557027,1
1002,230339760,1
1003,232014505,1
1004,230602315,1
1005,230582497,1
1006,230455592,1
1007,3272544,1
1008,3273965,1
1009,232419651,1
1010,230556839,1
1011,5530440,1
1012,10489593,1
1013,230330054,1
1014,231995696,1
1015,230095966,1
1016,3329673,1
1017,3420566,1
1018,3877087,1
1019,232431388,1
1020,2864084,1
1021,34596005,1
1022,19559657,1
1023,230650915,1
1024,230468042,1
1025,232648116,1
1026,54492383,1
1027,230543317,1
1028,230547939,1
1029,230530211,1
1030,232034293,1
1031,232034651,1
1032,5530920,1
1033,27447795,1
1034,14407957,1
1035,231136221,1
1036,230465227,1
1037,232440023,1
1038,75603998,1
1039,232065277,1
1040,69591744,1
1041,230438845,1
1042,232673917,1
1043,232673920,1
1044,230560120,1
1045,230440145,1
1046,36674352,1
1047,230427132,1
1048,232443237,1
1049,99600686,1
1050,3420754,1
1051,230549474,1
1052,82974256,1
1053,232062518,1
1054,232448383,1
1055,230683184,1
1056,233953189,1
1057,230528720,1
1058,230413259,1
1059,230413257,1
1060,234024792,1
1061,232383230,1
1062,82927541,1
1063,27420011,1
1064,20033752,1
1065,230520011,1
1066,232470556,1
1067,233199126,1
1068,230405627,1
1069,33499224,1
1070,232100126,1
1071,10648957,1
1072,230611059,1
1073,230429446,1
1074,232380250,1
1075,232948277,1
1076,230570332,1
1077,230526938,1
1078,230687755,1
1079,2717498,1
1080,232470408,1
1081,34492719,1
1082,10501342,1
1083,7404691,1
1084,230406515,1
1085,230440525,1
1086,76865995,1
1087,232906649,1
1088,232040281,1
1089,230451699,1
1090,232342095,1
1091,2928489,1
1092,232070462,1
1093,79658821,1
1094,230456354,1
1095,232900729,1
1096,232395869,1
1097,230588663,1
1098,230593831,1
1099,232467036,1
1100,231995762,1
1101,230539733,1
1102,232441231,1
1103,230334819,1
1104,232346245,1
1105,232431848,1
1106,2311555,1
1107,2929201,1
1108,87823707,1
1109,230969365,1
1110,230547933,1
1111,87823721,1
1112,232007424,1
1113,230426341,1
1114,232004444,1
1115,18218289,1
1116,231136247,1
1117,57085433,1
1118,57085430,1
1119,232419988,1
1120,31636054,1
1121,230437686,1
1122,232431866,1
1123,230538521,1
1124,54309947,1
1125,230548650,1
1126,3764320,1
1127,648193,1
1128,99506348,1
1129,62111499,1
1130,232359367,1
1131,5119722,1
1132,2929199,1
1133,232875618,1
1134,87823653,1
1135,87823637,1
1136,232014178,1
1137,230537142,1
1138,3234247,1
1139,33972936,1
1140,231192284,1
1141,232468570,1
1142,230530320,1
1143,232428618,1
1144,231502557,1
1145,28498170,1
1146,230464780,1
1147,232906716,1
1148,233947259,1
1149,232403770,1
1150,52603109,1
1151,230429077,1
1152,232662867,1
1153,230453433,1
1154,230459308,1
1155,231128114,1
1156,5530811,1
1157,16780529,1
1158,230472262,1
1159,230472263,1
1160,27489574,1
1161,230451730,1
1162,232454798,1
1163,54732584,1
1164,230518043,1
1165,213733494,1
1166,232907285,1
1167,234459963,1
1168,204265627,1
1169,232443612,1
1170,232444880,1
1171,230590476,1
1172,83783485,1
1173,3880766,1
1174,232459630,1
1175,232907037,1
1176,230352249,1
1177,230530296,1
1178,232064968,1
1179,230459112,1
1180,82373185,1
1181,230548928,1
1182,230548926,1
1183,14938386,1
1184,230697509,1
1185,230697477,1
1186,230539308,1
1187,230539305,1
1188,32477881,1
1189,230437626,1
1190,2778023,1
1191,231994217,1
1192,57319992,1
1193,218531042,1
1194,230549942,1
1195,55017801,1
1196,232016542,1
1197,230519642,1
1198,230519651,1
1199,232062802,1
1200,230456346,1
1201,232657067,1
1202,232018270,1
1203,75603987,1
1204,230455953,1
1205,27867469,1
1206,231994160,1
1207,232006911,1
1208,34300577,1
1209,34528027,1
1210,157053175,1
1211,233599194,1
1212,3880667,1
1213,3877983,1
1214,230530206,1
1215,230438748,1
1216,230336086,1
1217,230590482,1
1218,13969323,1
1219,230594119,1
1220,230594127,1
1221,3880653,1
1222,3876487,1
1223,3907811,1
1224,3230875,1
1225,230552370,1
1226,232699222,1
1227,230458584,1
1228,106320178,1
1229,7398153,1
1230,230471919,1
1231,230409255,1
1232,230576809,1
1233,232897317,1
1234,231994205,1
1235,86711289,1
1236,232013266,1
1237,230349398,1
1238,230411694,1
1239,230531130,1
1240,230548677,1
1241,80044109,1
1242,230595729,1
1243,232632082,1
1244,230579563,1
1245,230594521,1
1246,232034264,1
1247,230451698,1
1248,5703544,1
1249,230658148,1
1250,232951115,1
1251,232416473,1
1252,232353289,1
1253,36815216,1
1254,232473511,1
1255,230333964,1
1256,230455578,1
1257,57517680,1
1258,37232699,1
1259,230439026,1
1260,82072649,1
1261,232346255,1
1262,13615479,1
1263,81389320,1
1264,232037045,1
1265,230438467,1
1266,76867051,1
1267,87823759,1
1268,232018634,1
1269,157004979,1
1270,231995064,1
1271,232673599,1
1272,233599197,1
1273,230433274,1
1274,230438854,1
1275,230466907,1
1276,231169665,1
1277,232432895,1
1278,230530302,1
1279,232010801,1
1280,232631392,1
1281,192393975,1
1282,87823625,1
1283,80045317,1
1284,232036650,1
1285,232034945,1
1286,230459083,1
1287,232036658,1
1288,232448771,1
1289,232054858,1
1290,37234018,1
1291,232067367,1
1292,230445156,1
1293,230670387,1
1294,230439991,1
1295,230444846,1
1296,232631007,1
1297,230579557,1
1298,230530311,1
1299,230602655,1
1300,27405707,1
1301,232343693,1
1302,232006644,1
1303,230465387,1
1304,77689165,1
1305,219839769,1
1306,232344777,1
1307,231995249,1
1308,230473480,1
1309,230658274,1
1310,230659118,1
1311,230531166,1
1312,232377100,1
1313,230438870,1
1314,5464338,1
1315,232439373,1
1316,28371102,1
1317,39617086,1
1318,230470032,1
1319,230530344,1
1320,232895871,1
1321,230400498,1
1322,230400474,1
1323,230528724,1
1324,230455743,1
1325,234000524,1
1326,232018276,1
1327,232658266,1
1328,2790845,1
1329,232892365,1
1330,231992310,1
1331,230578992,1
1332,232897183,1
1333,14178872,1
1334,2823289,1
1335,232091677,1
1336,232068006,1
1337,7089693,1
1338,40612971,1
1339,14847524,1
1340,59184908,1
1341,232448362,1
1342,87823731,1
1343,80045362,1
1344,3376469,1
1345,71369990,1
1346,230531646,1
1347,230529025,1
1348,124534478,1
1349,230531164,1
1350,230968861,1
1351,231179638,1
1352,3319044,1
1353,230530288,1
1354,230391875,1
1355,230432970,1
1356,230440348,1
1357,71384764,1
1358,232396277,1
1359,3272533,1
1360,230389796,1
1361,231178835,1
1362,231179679,1
1363,230456321,1
1364,76866500,1
1365,230543224,1
1366,230970140,1
1367,232703120,1
1368,230452293,1
1369,3903937,1
1370,232687817,1
1371,232352891,1
1372,230429080,1
1373,232896849,1
1374,230946692,1
1375,230946408,1
1376,232351322,1
1377,232680982,1
1378,230659434,1
1379,230458967,1
1380,230658155,1
1381,3239815,1
1382,231177887,1
1383,232406377,1
1384,230670910,1
1385,200937694,1
1386,232038138,1
1387,230577432,1
1388,230451739,1
1389,232035698,1
1390,195233844,1
1391,230433507,1
1392,3880017,1
1393,230645770,1
1394,122803889,1
1395,87889630,1
1396,87844658,1
1397,230473478,1
1398,63454082,1
1399,76866421,1
1400,75597538,1
1401,76864773,1
1402,14090184,1
1403,232654981,1
1404,230339649,1
1405,230601403,1
1406,230438852,1
1407,232431904,1
1408,230570337,1
1409,232073378,1
1410,75604009,1
1411,230590640,1
1412,230547572,1
1413,230512126,1
1414,230511920,1
1415,232034934,1
1416,230461032,1
1417,230642375,1
1418,232068018,1
1419,37234004,1
1420,14351284,1
1421,14558195,1
1422,3876945,1
1423,3880117,1
1424,232359167,1
1425,232050845,1
1426,230429613,1
1427,230429786,1
1428,232006642,1
1429,230439284,1
1430,187275502,1
1431,230436744,1
1432,91222490,1
1433,7430887,1
1434,232471909,1
1435,232406370,1
1436,232639918,1
1437,76865958,1
1438,230548693,1
1439,230649126,1
1440,230649197,1
1441,213854764,1
1442,75604051,1
1443,230415432,1
1444,230680288,1
1445,230529165,1
1446,230543255,1
1447,230543251,1
1448,230528718,1
1449,3880029,1
1450,3880150,1
1451,230645348,1
1452,230645351,1
1453,232914298,1
1454,38633795,1
1455,89335432,1
1456,230458975,1
1457,232453410,1
1458,209968186,1
1459,232890435,1
1460,75332827,1
1461,57714315,1
1462,232367959,1
1463,234461480,1
1464,28850502,1
1465,230431949,1
1466,230467689,1
1467,232441180,1
1468,202250908,1
1469,234469735,1
1470,31951523,1
1471,232009703,1
1472,232009704,1
1473,232053478,1
1474,233027078,1
1475,230468668,1
1476,230468013,1
1477,232034707,1
1478,230472266,1
1479,230472372,1
1480,232004056,1
1481,232004055,1
1482,230411677,1
1483,230526083,1
1484,32994941,1
1485,230523228,1
1486,230547914,1
1487,230547921,1
1488,230339756,1
1489,75598044,1
1490,226715158,1
1491,232023529,1
1492,230602361,1
1493,232358819,1
1494,3408102,1
1495,230602597,1
1496,230473598,1
1497,230426349,1
1498,28550205,1
1499,230531154,1
1500,230543275,1
1501,230438487,1
1502,230461033,1
1503,230400505,1
1504,230400501,1
1505,230439301,1
1506,230439411,1
1507,3110874,1
1508,76866766,1
1509,230548672,1
1510,75604977,1
1511,75604040,1
1512,232349714,1
1513,232349715,1
1514,232345690,1
1515,232440022,1
1516,230659457,1
1517,230594094,1
1518,230594099,1
1519,232404316,1
1520,16294174,1
1521,230658275,1
1522,232009938,1
1523,24671032,1
1524,230645742,1
1525,232473579,1
1526,232686009,1
1527,7089467,1
1528,230459337,1
1529,230523235,1
1530,232380270,1
1531,232950807,1
1532,232451368,1
1533,230449926,1
1534,232919640,1
1535,230704774,1
1536,231193985,1
1537,230531981,1
1538,230523280,1
1539,230523277,1
1540,232687319,1
1541,232900752,1
1542,232447731,1
1543,94235109,1
1544,61817691,1
1545,7915940,1
1546,230459884,1
1547,230460307,1
1548,230575202,1
1549,14713334,1
1550,230530307,1
1551,230351417,1
1552,232359384,1
1553,75600732,1
1554,76865969,1
1555,230457369,1
1556,230457202,1
1557,232378469,1
1558,14558432,1
1559,37786466,1
1560,231241751,1
1561,196629648,1
1562,232343709,1
1563,13773644,1
1564,51077588,1
1565,99506339,1
1566,232795843,1
1567,230456353,1
1568,232067704,1
1569,232070255,1
1570,232070258,1
1571,230522135,1
1572,230522956,1
1573,231994070,1
1574,231994074,1
1575,2544322,1
1576,105601443,1
1577,215701791,1
1578,232348123,1
1579,232005857,1
1580,230411213,1
1581,3154628,1
1582,232913899,1
1583,12878074,1
1584,7757447,1
1585,230455570,1
1586,61693869,1
1587,232399292,1
1588,99248471,1
1589,230425275,1
1590,230425274,1
1591,37231354,1
1592,37233995,1
1593,2757608,1
1594,230594082,1
1595,230452813,1
1596,232947900,1
1597,232947899,1
1598,232468003,1
1599,182448481,1
1600,213736062,1
1601,230653299,1
1602,230459349,1
1603,230468660,1
1604,231995245,1
1605,230421649,1
1606,230537689,1
1607,232008172,1
1608,232358815,1
1609,230949968,1
1610,230423446,1
1611,230428181,1
1612,232007419,1
1613,232007412,1
1614,22251287,1
1615,33471466,1
1616,230459342,1
1617,232441214,1
1618,232441217,1
1619,76865952,1
1620,76866754,1
1621,230658285,1
1622,232890862,1
1623,38874237,1
1624,231995428,1
1625,232383564,1
1626,232038019,1
1627,230417053,1
1628,232031788,1
1629,232440020,1
1630,232675758,1
1631,232688308,1
1632,5392905,1
1633,232919404,1
1634,232432893,1
1635,232359368,1
1636,232634235,1
1637,55022339,1
1638,230642655,1
1639,230340190,1
1640,230945818,1
1641,76865213,1
1642,76865996,1
1643,232031838,1
1644,31454007,1
1645,232349722,1
1646,230393704,1
1647,232907282,1
1648,28773784,1
1649,51053386,1
1650,3910603,1
1651,233599195,1
1652,207806949,1
1653,230577418,1
1654,230329236,1
1655,38381946,1
1656,230427460,1
1657,232439983,1
1658,230537122,1
1659,230335032,1
1660,218528897,1
1661,230348608,1
1662,230473317,1
