hash,from,to,value,timeStamp,blockNumber,tokenSymbol,contractAddress,isError,gasPrice,gasUsed,datetime
0xb94729e2fb8c4865f2a4f39232cf421203b541a0aaf9b24bebc9162ee4841695,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xd32d368a6e5199fcc34f49d360822ed937e60eb6,1.7398758728710597e+18,1,11057467,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,35000000000.0,176393,2020-10-15 01:42:09
0xb94729e2fb8c4865f2a4f39232cf421203b541a0aaf9b24bebc9162ee4841695,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,437500000000000.0,1,11057467,,,0.0,,0,2020-10-15 01:42:09
0xb94729e2fb8c4865f2a4f39232cf421203b541a0aaf9b24bebc9162ee4841695,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,4.95625e+16,1,11057467,,,0.0,,125462,2020-10-15 01:42:09
0xfcb36ed5a9a744c5bd2f230b97f3137fc3e97b65c375022b3a76ce569f38b778,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x77eec100fadac1dfff946a990b1a400e55e17d85,1.2814284668054714e+17,1,11057471,,,0.0,,0,2020-10-15 01:42:28
0xfcb36ed5a9a744c5bd2f230b97f3137fc3e97b65c375022b3a76ce569f38b778,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,1.5863189735150672e+19,1,11057471,UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,,61000000000.0,187739,2020-10-15 01:42:28
0x504d3bd7dc993a8dd47d8bd745587e32639482bcfdae6ddde2f9ee1563012b0a,0x127bd872121c9fc7b30db85be48b3cd0433c3d86,0x74de5d4fcbf63e00296fd95d33236b9794016631,2.1209806078688627e+23,1,11057473,AKRO,0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,,85000000000.0,1104673,2020-10-15 01:42:38
0x504d3bd7dc993a8dd47d8bd745587e32639482bcfdae6ddde2f9ee1563012b0a,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,2.1209806078688627e+23,1,11057473,AKRO,0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,,85000000000.0,1104673,2020-10-15 01:42:38
0x504d3bd7dc993a8dd47d8bd745587e32639482bcfdae6ddde2f9ee1563012b0a,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x127bd872121c9fc7b30db85be48b3cd0433c3d86,3352806376.0,1,11057473,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,85000000000.0,1104673,2020-10-15 01:42:38
0xa5c4730b4adf2563463a515fbb80c705f743bf34993f117802db2e36fa2306cb,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,1.7246519589834378e+18,1,11057483,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,36000000000.0,175733,2020-10-15 01:45:14
0xa5c4730b4adf2563463a515fbb80c705f743bf34993f117802db2e36fa2306cb,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,1.5223913887621772e+16,1,11057483,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,36000000000.0,175733,2020-10-15 01:45:14
0xa5c4730b4adf2563463a515fbb80c705f743bf34993f117802db2e36fa2306cb,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xd32d368a6e5199fcc34f49d360822ed937e60eb6,4.882751357729053e+16,1,11057483,,,0.0,,0,2020-10-15 01:45:14
0x2188627e2a91a1f986bffeafc911c36f39402ab3bbbeca76199b26e6b3a83e49,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,69291250000000.0,1,11057494,,,0.0,,0,2020-10-15 01:47:49
0x2188627e2a91a1f986bffeafc911c36f39402ab3bbbeca76199b26e6b3a83e49,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,7849708750000000.0,1,11057494,,,0.0,,127350,2020-10-15 01:47:49
0x2188627e2a91a1f986bffeafc911c36f39402ab3bbbeca76199b26e6b3a83e49,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xbe01863c41a375c5ee5712cf3de52dcace0474f2,6.000297764886866e+21,1,11057494,HOT,0x6c6ee5e31d828de241282b9606c8e98ea48526e2,,53000000000.0,180217,2020-10-15 01:47:49
0xdac7059347abc1b7749389f117f717f58da2b0a7d2360f2b1356f9a6b03d5bd1,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,4.95625e+16,1,11057496,,,0.0,,125462,2020-10-15 01:48:30
0xdac7059347abc1b7749389f117f717f58da2b0a7d2360f2b1356f9a6b03d5bd1,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,437500000000000.0,1,11057496,,,0.0,,0,2020-10-15 01:48:30
0xdac7059347abc1b7749389f117f717f58da2b0a7d2360f2b1356f9a6b03d5bd1,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xdbef214ff0acbe7f826c9ae7aac15d9e6f43f2d0,1.7383900755207414e+18,1,11057496,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,35000000000.0,176393,2020-10-15 01:48:30
0x59dec263aee635d57968164c894e6ccfd7c1c0d1726f78c8127715e5e0309b73,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,8.92125e+16,1,11057500,,,1.0,,0,2020-10-15 01:49:13
0x59dec263aee635d57968164c894e6ccfd7c1c0d1726f78c8127715e5e0309b73,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,787500000000000.0,1,11057500,,,1.0,,0,2020-10-15 01:49:13
0x9032321461c37b463b6590f5968e06185858a9ff35c6095f23e9685435404a86,0x127bd872121c9fc7b30db85be48b3cd0433c3d86,0x74de5d4fcbf63e00296fd95d33236b9794016631,6.263126229622472e+20,1,11057503,ADEL,0x94d863173ee77439e4292284ff13fad54b3ba182,,85000000000.0,283118,2020-10-15 01:49:39
0x9032321461c37b463b6590f5968e06185858a9ff35c6095f23e9685435404a86,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x127bd872121c9fc7b30db85be48b3cd0433c3d86,249781383.0,1,11057503,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,85000000000.0,283118,2020-10-15 01:49:39
0x9032321461c37b463b6590f5968e06185858a9ff35c6095f23e9685435404a86,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xad19b7e2b1dac6cea46b18eec731981c08e6f08e,6.208323875113277e+20,1,11057503,ADEL,0x94d863173ee77439e4292284ff13fad54b3ba182,,85000000000.0,283118,2020-10-15 01:49:39
0x9032321461c37b463b6590f5968e06185858a9ff35c6095f23e9685435404a86,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,5.480235450919664e+18,1,11057503,ADEL,0x94d863173ee77439e4292284ff13fad54b3ba182,,85000000000.0,283118,2020-10-15 01:49:39
0x36f9e9a6a6e2aeb934dd8f011a9445c494ebee3dce62833bc8c96137b21e92ae,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xdbef214ff0acbe7f826c9ae7aac15d9e6f43f2d0,4.886290650471394e+16,1,11057507,,,0.0,,0,2020-10-15 01:50:36
0x36f9e9a6a6e2aeb934dd8f011a9445c494ebee3dce62833bc8c96137b21e92ae,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,1.5210913160806488e+16,1,11057507,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,35000000000.0,175709,2020-10-15 01:50:36
0x36f9e9a6a6e2aeb934dd8f011a9445c494ebee3dce62833bc8c96137b21e92ae,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,1.723179162359935e+18,1,11057507,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,35000000000.0,175709,2020-10-15 01:50:36
0xc458331d7945e00f9d1e452fa75c52e108ea0378eae7cd70c5f898fa5d212491,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xdef1c0ded9bec7f1a1670819833240f027b25eff,4.95625e+16,1,11057524,,,0.0,,120950,2020-10-15 01:52:58
0xc458331d7945e00f9d1e452fa75c52e108ea0378eae7cd70c5f898fa5d212491,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,437500000000000.0,1,11057524,,,0.0,,0,2020-10-15 01:52:58
0xc458331d7945e00f9d1e452fa75c52e108ea0378eae7cd70c5f898fa5d212491,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x5a7a6d1066005a32485a2e795f8ed53d30635b97,1.7323548186969032e+18,1,11057524,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,35000000000.0,177907,2020-10-15 01:52:58
0xc355aa58c6451e2fa66fe9ce4b2758c3c8e32cb4da81794a849f125fe97909f1,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,1.717196714033305e+18,1,11057537,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,36000000000.0,175733,2020-10-15 01:55:19
0xc355aa58c6451e2fa66fe9ce4b2758c3c8e32cb4da81794a849f125fe97909f1,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,1.5158104663597902e+16,1,11057537,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,36000000000.0,175733,2020-10-15 01:55:19
0xc355aa58c6451e2fa66fe9ce4b2758c3c8e32cb4da81794a849f125fe97909f1,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x5a7a6d1066005a32485a2e795f8ed53d30635b97,4.883449910533402e+16,1,11057537,,,0.0,,0,2020-10-15 01:55:19
0x661a638ef36373723171d4ec648fcc9aeee1e412dc9042088fe5435fb2ca010e,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xdef1c0ded9bec7f1a1670819833240f027b25eff,4.95625e+16,1,11057547,,,0.0,,120950,2020-10-15 01:56:49
0x661a638ef36373723171d4ec648fcc9aeee1e412dc9042088fe5435fb2ca010e,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xe46c7d98ae14f12bb2a44fb72be0d23ce2286f90,1.7323477515970537e+18,1,11057547,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,36000000000.0,177907,2020-10-15 01:56:49
0x661a638ef36373723171d4ec648fcc9aeee1e412dc9042088fe5435fb2ca010e,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,437500000000000.0,1,11057547,,,0.0,,0,2020-10-15 01:56:49
0xfd5e02c9c8b5a3e7f2eb52727eaba1ddaccec364977da1860e13137f94e27178,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x55aaee21d979b773c97694e9f0a46864debab30d,1.2253620904973414e+18,1,11057550,UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,,36000000000.0,171013,2020-10-15 01:58:03
0xfd5e02c9c8b5a3e7f2eb52727eaba1ddaccec364977da1860e13137f94e27178,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xdef1c0ded9bec7f1a1670819833240f027b25eff,9912500000000000.0,1,11057550,,,0.0,,125009,2020-10-15 01:58:03
0xfd5e02c9c8b5a3e7f2eb52727eaba1ddaccec364977da1860e13137f94e27178,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,87500000000000.0,1,11057550,,,0.0,,0,2020-10-15 01:58:03
0xa18fbe67fbdb729a2c2011b9e89ea67445c8df8f833e7871a200daf1f79510b8,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,4.6442045e+16,1,11057554,,,0.0,,126065,2020-10-15 01:59:00
0xa18fbe67fbdb729a2c2011b9e89ea67445c8df8f833e7871a200daf1f79510b8,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,409955000000000.0,1,11057554,,,0.0,,0,2020-10-15 01:59:00
0xa18fbe67fbdb729a2c2011b9e89ea67445c8df8f833e7871a200daf1f79510b8,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xbe01863c41a375c5ee5712cf3de52dcace0474f2,1.000004856950585e+21,1,11057554,MATIC,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,,53000000000.0,177623,2020-10-15 01:59:00
0xd716c1e41bc4ba4ff19dcd8ec3bd605c55b55a80aa63ffaf9fa215f2f9fb5667,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xe46c7d98ae14f12bb2a44fb72be0d23ce2286f90,4.883449910533036e+16,1,11057556,,,0.0,,0,2020-10-15 01:59:47
0xd716c1e41bc4ba4ff19dcd8ec3bd605c55b55a80aa63ffaf9fa215f2f9fb5667,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,1.515804282647422e+16,1,11057556,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,35000000000.0,175733,2020-10-15 01:59:47
0xd716c1e41bc4ba4ff19dcd8ec3bd605c55b55a80aa63ffaf9fa215f2f9fb5667,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,1.7171897087705797e+18,1,11057556,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,35000000000.0,175733,2020-10-15 01:59:47
0xf077c6356214cb34b5fa8547eef212566ffd70324d782af0035ebce32b961162,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xdef1c0ded9bec7f1a1670819833240f027b25eff,9912500000000000.0,1,11057567,,,0.0,,125009,2020-10-15 02:02:46
0xf077c6356214cb34b5fa8547eef212566ffd70324d782af0035ebce32b961162,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,87500000000000.0,1,11057567,,,0.0,,0,2020-10-15 02:02:46
0xf077c6356214cb34b5fa8547eef212566ffd70324d782af0035ebce32b961162,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xd0eb04a1938bb795e65cfee911bf6015b946741e,1.225483380540726e+18,1,11057567,UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,,36000000000.0,186013,2020-10-15 02:02:46
0xefcef6cd4973eb2ae9ceabce44e2af0025ac1bfb53849bd86a75d77e79e8cd2e,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x2fdbadf3c4d5a8666bc06645b8358ab803996e28,1.090375e+17,1,11057577,YFI,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,,85000000000.0,211181,2020-10-15 02:06:19
0xefcef6cd4973eb2ae9ceabce44e2af0025ac1bfb53849bd86a75d77e79e8cd2e,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x155f64a5c850c42b21023cfa0305b054a76d27f1,4.085749457204176e+18,1,11057577,,,0.0,,0,2020-10-15 02:06:19
0xefcef6cd4973eb2ae9ceabce44e2af0025ac1bfb53849bd86a75d77e79e8cd2e,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,962500000000000.0,1,11057577,YFI,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,,85000000000.0,211181,2020-10-15 02:06:19
0xca25db3df633b194d42a545d4d1a967e8f2e76f9cebd670ad7b533f4479be024,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x848a962ba6e5d48c554ab466bffc7c8b146798ca,3.006927410933631e+17,1,11057578,,,0.0,,0,2020-10-15 02:06:48
0xca25db3df633b194d42a545d4d1a967e8f2e76f9cebd670ad7b533f4479be024,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,1006051.0,1,11057578,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,85000000000.0,201438,2020-10-15 02:06:48
0xca25db3df633b194d42a545d4d1a967e8f2e76f9cebd670ad7b533f4479be024,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,113971180.0,1,11057578,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,85000000000.0,201438,2020-10-15 02:06:48
0xa5131883167f453b30fb9e1638801de69c056d41aa6fb51a1115f8ff3a912bf5,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xd0eb04a1938bb795e65cfee911bf6015b946741e,1.225061477498817e+18,1,11057594,UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,,36000000000.0,158997,2020-10-15 02:11:03
0xa5131883167f453b30fb9e1638801de69c056d41aa6fb51a1115f8ff3a912bf5,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xdef1c0ded9bec7f1a1670819833240f027b25eff,9912500000000000.0,1,11057594,,,0.0,,112993,2020-10-15 02:11:03
0xa5131883167f453b30fb9e1638801de69c056d41aa6fb51a1115f8ff3a912bf5,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,87500000000000.0,1,11057594,,,0.0,,0,2020-10-15 02:11:03
0x1d92cc6abf5789e5382d0608ec18c1e712ede8296b8ff0e08575f871686dff92,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,2.97375e+17,1,11057607,,,1.0,,0,2020-10-15 02:13:05
0x1d92cc6abf5789e5382d0608ec18c1e712ede8296b8ff0e08575f871686dff92,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,2625000000000000.0,1,11057607,,,1.0,,0,2020-10-15 02:13:05
0x75e48799f4daee18b002bc5a0ebf71b830dce4cbe271b3f9ac6b0fc0d8c59671,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,3.325e+18,1,11057617,UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,,85000000000.0,197614,2020-10-15 02:15:02
0x75e48799f4daee18b002bc5a0ebf71b830dce4cbe271b3f9ac6b0fc0d8c59671,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xd3d2e2692501a5c9ca623199d38826e513033a17,3.76675e+20,1,11057617,UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,,85000000000.0,197614,2020-10-15 02:15:02
0x75e48799f4daee18b002bc5a0ebf71b830dce4cbe271b3f9ac6b0fc0d8c59671,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x155f64a5c850c42b21023cfa0305b054a76d27f1,3.0502402151228774e+18,1,11057617,,,0.0,,0,2020-10-15 02:15:02
0x86f7b5c133db5382c17928036bdab04bf8499675267ed3bfb1bf7b1f06854b85,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,6572879625000000.0,1,11057634,,,0.0,,199393,2020-10-15 02:18:49
0x86f7b5c133db5382c17928036bdab04bf8499675267ed3bfb1bf7b1f06854b85,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,58020375000000.0,1,11057634,,,0.0,,0,2020-10-15 02:18:49
0x86f7b5c133db5382c17928036bdab04bf8499675267ed3bfb1bf7b1f06854b85,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xbe01863c41a375c5ee5712cf3de52dcace0474f2,1.0000108977167693e+20,1,11057634,SNT,0x744d70fdbe2ba4cf95131626614a1763df805b9e,,53000000000.0,321607,2020-10-15 02:18:49
0x49cdb9fed8488e066911a00318079fd756eef8e7b3496dd31d43b6ca6ab84ba5,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xa0876b27953b1824f6e3dc915224718c350f6b9c,3.403719646069274e+18,1,11057642,LEND,0x80fb784b7ed66730e8b1dbd9820afd29931aab03,,36000000000.0,185373,2020-10-15 02:20:28
0x22fad22eb423f60175fa759a9b47c8ce69470441af4c4dc37c14b5a2ab771e9e,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x8839dc09562b86503897c9565aec9c9239dc429f,1.7363813208492534e+18,1,11057642,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,35000000000.0,176393,2020-10-15 02:20:28
0x22fad22eb423f60175fa759a9b47c8ce69470441af4c4dc37c14b5a2ab771e9e,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,4.95625e+16,1,11057642,,,0.0,,125462,2020-10-15 02:20:28
0x49cdb9fed8488e066911a00318079fd756eef8e7b3496dd31d43b6ca6ab84ba5,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,43750000000000.0,1,11057642,,,0.0,,0,2020-10-15 02:20:28
0x49cdb9fed8488e066911a00318079fd756eef8e7b3496dd31d43b6ca6ab84ba5,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xdef1c0ded9bec7f1a1670819833240f027b25eff,4956250000000000.0,1,11057642,,,0.0,,124683,2020-10-15 02:20:28
0x22fad22eb423f60175fa759a9b47c8ce69470441af4c4dc37c14b5a2ab771e9e,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,437500000000000.0,1,11057642,,,0.0,,0,2020-10-15 02:20:28
0xee072a1574a7b780f239c83cc39c567b7b8b256afa63a22673bfc4b834147ac5,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,59906875000000.0,1,11057651,,,0.0,,0,2020-10-15 02:22:44
0xee072a1574a7b780f239c83cc39c567b7b8b256afa63a22673bfc4b834147ac5,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,6786593125000000.0,1,11057651,,,0.0,,125474,2020-10-15 02:22:44
0xee072a1574a7b780f239c83cc39c567b7b8b256afa63a22673bfc4b834147ac5,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xbe01863c41a375c5ee5712cf3de52dcace0474f2,10012605879.0,1,11057651,CVC,0x41e5560054824ea6b0732e656e3ad64e20e94e45,,53000000000.0,176369,2020-10-15 02:22:44
0x5e61b9c55dadb84ba8a8cfb970738e8dd6e0b58593653692c4c0e69f82440fcd,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,3.1880242640112123e+18,1,11057652,yDAI+yUSDC+yUSDT+yTUSD,0xdf5e0e81dff6faf3a7e52ba697820c5e32d806a8,,85000000000.0,170468,2020-10-15 02:22:54
0x5e61b9c55dadb84ba8a8cfb970738e8dd6e0b58593653692c4c0e69f82440fcd,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x55df969467ebdf954fe33470ed9c3c0f8fab0816,3.611576059086988e+20,1,11057652,yDAI+yUSDC+yUSDT+yTUSD,0xdf5e0e81dff6faf3a7e52ba697820c5e32d806a8,,85000000000.0,170468,2020-10-15 02:22:54
0x5e61b9c55dadb84ba8a8cfb970738e8dd6e0b58593653692c4c0e69f82440fcd,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x0c713d257e6126b5af10f1663b4a78046532f117,1.0037648527253588e+18,1,11057652,,,0.0,,0,2020-10-15 02:22:54
0x8d98d26d261fc21f293375ead2a2db5b2d4d03e851ecbbf97bd66a5dc6414595,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,1.7211879842918223e+18,1,11057675,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,,35000000000.0,175733,2020-10-15 02:27:02
