hash,from,to,value,timeStamp,blockNumber,tokenSymbol,contractAddress,isError,gasPrice,gasUsed
0x2e5af834ea763fe99f72d37ee47cfdfadb02aeb5eb2ecf4fc210ef80270a878b,0x40ef5dae1699f4cfa2792b27e483d66930304382,0x00091c5f82e9afc5a109354c2f436e370ecfdfa9,119058641347357392288,1593872504,10393441,,,0.0,25000000000.0,21000
0xe3206f824b85704f348e50922de0434fc0782e9a189551988b3c5dd94213c07a,0x00091c5f82e9afc5a109354c2f436e370ecfdfa9,0x1a6b2911c5697a4a8d6fb4437a575624c0203346,94041328355178178600,1593872595,10393449,,,0.0,24000000000.0,21000
0x8a2a096ea32c90c262d128a2afc32a258c1f67b071b6d30cb36deeceb5a38446,0x00091c5f82e9afc5a109354c2f436e370ecfdfa9,0x3396391843c28a4fdb323232b85544910d6c4138,109571874960000000000,1593874332,10393590,,,0.0,21000000000.0,21000
0x45b3cb5ea2d78e0e188a44e64631a6fce2a7533bca354959cdf5e66deee31dc4,0x00091c5f82e9afc5a109354c2f436e370ecfdfa9,0x3a4b20343dc357243b2c2851c6084215c9faccf0,150548611920124660188,1593874332,10393590,,,0.0,22000000000.0,21000
0x9a9013241866313fcca596bcc36f4d9a8758929b18f04863bb7ae7b0c3acb6d9,0x9e7f6539855a88ee7771ac2360ea8da541875475,0x000a0256c3bef8e184a71bf8691a0385494785d2,144063052360000000000,1624592660,12700964,,,0.0,10000000000.0,21000
0x85e883528b9655cd4e24804ead2327214c78f6de2210451bddf8fc1b096603fb,0xc9039e35f992b9817cda819119a5ca18f86f94d6,0x000a0256c3bef8e184a71bf8691a0385494785d2,457105581645908093876,1624593598,12701018,,,0.0,12000000000.0,21000
0x7daff7f6135f2018e74ba99d9dbd3404caf13e566c33ed4da095ca1517a55b0b,0x30437ced5726144ae062c3ba2acde7d7be189880,0x000a0256c3bef8e184a71bf8691a0385494785d2,259684568410000000000,1624594263,12701063,,,0.0,12000000000.0,21000
0x4cf3dbfd0f7b5360cd2fee63de78f2e8dbd0b79674bc2a5374dd486dad7df35b,0x000a0256c3bef8e184a71bf8691a0385494785d2,0x6bcc581629e9b8e6e5a82a113dc3d9d1a745a078,240467201602363237548,1624594345,12701072,,,0.0,12000000000.0,21000
0xe237b99ccc0dda7b7bd6bd41485af7eac8d1326ea9fc85123c945c942a436871,0x000a0256c3bef8e184a71bf8691a0385494785d2,0x4b5a94b2954fee027fc81b3e879375a87f387cce,384525791530000000000,1624594924,12701128,,,0.0,13000000000.0,21000
0xd9f4011963bc5853ab668942a838097ab6c01bba3e98eaf7ac77402ac5a88a74,0x000a0256c3bef8e184a71bf8691a0385494785d2,0xb5b499f73589db51130107478f1b47f70d79bc28,235859411283544856328,1624594936,12701129,,,0.0,13000000000.0,21000
0x1dc7f14d7a294637325f9d66afb619a4c5004613838d10187b77eaa3eb9cb0ce,0x3cd299473db4713439815ae5f55dc7339f247037,0x000b3d407a8b771ed349d44ba5b5c3f6a2e9ed63,111198807606000000000,1594359739,10429953,,,0.0,28000000000.0,21000
0x1efc8360da0bb23176b7f92c1a3d90e1900952b80188b6c2a6af6780fae04567,0x000b3d407a8b771ed349d44ba5b5c3f6a2e9ed63,0x5a885725b044c3054ccda2494d6a0467cdb97a0a,111198156606000000000,1594361877,10430108,,,0.0,31000000000.0,21000
0x5894332fff8991367e502b67e3a1f720ec40ac1d9d069dc9d26d03b3f3e45f48,0xdded88de96ad85c1ed0f8b2b4933c7e92653a4fb,0x000bcfc6ea67111645f6a43802b1094592ef355f,170717249690000000000,1605234549,11246612,,,0.0,33000000000.0,21000
0xdf7c391bf176c2f2d8cc4fc9f9d29c91673498bdaf506604f8926bbe7f445e08,0x000bcfc6ea67111645f6a43802b1094592ef355f,0x5566a290a07a94615acaf85995e74c7bee74a8b7,170715884690000000000,1619228300,12300006,,,0.0,65000000000.0,21000
0xc09adf6df9e0af90412c3e4775a93b432f65a4aa40068a7a6f05af735e670ad6,0x270855388f175b41d1590cef8847df7adfa3a1e4,0x000ccd11f6228e67ef2ccbc87bc358a1b42f6022,241885766616702343717,1594874935,10468474,,,0.0,35000000000.0,21000
0x7ee0252510712711d7d9095ede4070ef9e2130485825ab13f1f0c79b752a7822,0xc0b2c725a7cba8de451d8c35da12ab9e12edb0ee,0x000ccd11f6228e67ef2ccbc87bc358a1b42f6022,203400797905070511940,1594876554,10468588,,,0.0,34000000000.0,21000
0x8124b2c913fcbe7bf6c783b24aa1bf3909f0e0a438a1367e16e661618381f63d,0x3f638a7b687ae755887a07567171c7099d1025e4,0x000ccd11f6228e67ef2ccbc87bc358a1b42f6022,241660735630000000000,1594876885,10468630,,,0.0,31000000000.0,21000
0x1c2219ba7a601dbec3d2d9f582e438956ded09ff9f85c3ad9d95fe2c0708a386,0x9deb4140528d61bf1e94dbfe64e2482b9d53feff,0x000ccd11f6228e67ef2ccbc87bc358a1b42f6022,120069895273735112090,1594877814,10468712,,,0.0,32000000000.0,21000
0x982bd402353ab50286b4241e375da42b305d38d1a60008057774b856d7eb9213,0x0bc97c55002b5d95dd825365ad38af77e58a8470,0x000ccd11f6228e67ef2ccbc87bc358a1b42f6022,112644095460452983348,1594878350,10468753,,,0.0,32000000000.0,21000
0xf3b1386fe12984b6942c793a1a5cc3037ed4e65c1e652e81b980818d72ed84a4,0x000ccd11f6228e67ef2ccbc87bc358a1b42f6022,0xc10a84c0d424cfbf850b75186868ac7cbd96b667,216534569310000000000,1594939926,10473319,,,0.0,31000000000.0,21000
0x89e0e69f5c79bf7e01a4ea3017cd3bf16b032ba60c2944b1f8331a93d67c7e6b,0x000ccd11f6228e67ef2ccbc87bc358a1b42f6022,0x0c785a3b514fcf4f91d3cf8ee08c84bccd901e4b,206267752600000000000,1594939926,10473319,,,0.0,33000000000.0,21000
0x49bfd25f0d9eb44ca807b340158f130e4581e4a027578cab396381661c1a5924,0x000ccd11f6228e67ef2ccbc87bc358a1b42f6022,0x6eb75d692950227372578ca3872c4f1a9203bea6,268510851730000000000,1594939926,10473319,,,0.0,35000000000.0,21000
0x08e4c7264c6bfe1adea257fdaa6a7aa1229eacc20112a1f4749b0dc64be528db,0x000ccd11f6228e67ef2ccbc87bc358a1b42f6022,0x1211b1843812f50066d6d407b7d59dd7d54b6b59,228345303245960951095,1594939926,10473319,,,0.0,35000000000.0,21000
0x8e8ad17e74598b1bfb75df07198af3b6eb9cdc57d5c79c3e25bb250f5455e406,0xeda92ef5490ff16cd0041712dc31181c82feb9a9,0x000e9d19c35245d9a7ba474d57ee19080a79f07b,175156151100000000000,1593073729,10333817,,,0.0,43000000000.0,21000
0x2e50c08928d50db00c215bf1c6f00b8866d74dff10b8ebdd1384d9845ededee2,0x000e9d19c35245d9a7ba474d57ee19080a79f07b,0xb4603fc49b295f41aa952bc3a6c2c0f21959db5b,175154702100000000000,1614836981,11969995,,,0.0,69000000000.0,21000
0x24ff2a11b0d3b3c893a8a7f7a8b7e8ef54b69c7b75ca49d6575b6e6b86efd2c0,0x75d029ee8ddf87f5464436719e8089a20727b46a,0x001216d7c794ed33c0f172c3c7781ed6efe635e0,793427901170000000000,1593072070,10333697,,,0.0,40000000000.0,21000
0x3343293e6af0d7c444e92fe73f54b896df8b6b0711a2cf3ca8cbad16c1669066,0x001216d7c794ed33c0f172c3c7781ed6efe635e0,0xc029f268b8421bc60c23cab18bfd52736851b986,186102607180000000000,1593081531,10334441,,,0.0,42000000000.0,21000
0x700b694639feea5fd104572e598bdcf50f31d6ecf850a68025ad0dc0bece69bd,0x001216d7c794ed33c0f172c3c7781ed6efe635e0,0xfb74aeac1f5e5977d3de8de6bf2b29e2b7311ebd,168027585740000000000,1593081531,10334441,,,0.0,41000000000.0,21000
0x285ec030d93a0566d07a238967aea148bd1fb94e276301864039b0eb2106ed1a,0x001216d7c794ed33c0f172c3c7781ed6efe635e0,0x8302f837f5e9e23e508426011e40a25f55f296b7,166812893800000000000,1593081531,10334441,,,0.0,45000000000.0,21000
0x91459d838cee4a052ff5e63d8e43e4d9e02504cd19a14c6835b59f3f3fc6d5f9,0x001216d7c794ed33c0f172c3c7781ed6efe635e0,0x6fe5ccdd17de23f580e632c2679a13bdc44091e5,159722028090000000000,1593081531,10334441,,,0.0,44000000000.0,21000
0xb53aa8ee8ed37d27207c7b3d0a6ca45123b9805b36ce74b31b61b1ac2f6fb03c,0x001216d7c794ed33c0f172c3c7781ed6efe635e0,0x5b80dd959d964433dc6220dd35c3b3365f7e896a,112757725360000000000,1614841957,11970367,,,0.0,69000000000.0,21000
0xd10b6c77bb4bd02c4d218616dde23f754ffbfa52ec6643ee6e00f838cac64668,0x64c7c7cf47e400f439abc6f945fe7e7c9c865c06,0x0013b279b94fab2ce11aa7618964f6e52f22a768,200982650570000000000,1593171416,10341157,,,0.0,33000000000.0,21000
0x8847325983f4c8600f192b7520f6e79fcd11da03bfee4de2764ba9440243f358,0x0013b279b94fab2ce11aa7618964f6e52f22a768,0xe06cd163e8fe61aff24dc9fa638923bd495e4553,200982083570000000000,1593176276,10341522,,,0.0,27000000000.0,21000
0xaa121b413f2a74e510373b1a22916074075ecd4032d25b8b2a0a51c169c3a7de,0x6aac2b9cfcd5b67765fb86b388b282c5c5ad45a5,0x0014b71066233844453bb36f2e192e18d9e58960,483485177752885120000,1630583585,13146118,,,0.0,65000000000.0,21000
0x1483f68e1c0ffa58719d1a2d9d77757680dde504aafe68997e0567756c551fab,0x0014b71066233844453bb36f2e192e18d9e58960,0x3d91f6840680381c35110168eb7796be7bac87fc,483483728752885120000,1630925480,13171718,,,0.0,69000000000.0,21000
0xe840cbc4460630ba03375e031e83b1e6650f3ed281ddb2d745eb97ce734de93d,0x18af9337f25f11ab07648de9b6816812131fc7bf,0x001dcd5961c1de9d44a5d5cdba7ad76f08bb7047,241740347190000000000,1594751213,10459239,,,0.0,30000000000.0,21000
0xb97892ef268e27c71eebc427fe5c65f75b130f2444ff871cdd168da4a054c25b,0x001dcd5961c1de9d44a5d5cdba7ad76f08bb7047,0x1607416d0ab9113dc432b1f3cbe87848d9abe119,241739654190000000000,1594752703,10459345,,,0.0,33000000000.0,21000
0x1f7cc34d758bc4ab04272112c593a9ef5566fcf8c14158692647b502cc2adf0b,0x2adf4796e357c029963cede38598bafdc57ffd8b,0x001ef728d82336cdef964cc24e08a60ec23b28be,428634187500000000000,1625827874,12792746,,,0.0,17000000000.0,21000
0xd8fff8e9b5b53d9baaf5282850fdad58b642ef7916e58ee451bc6624c5642fef,0x001ef728d82336cdef964cc24e08a60ec23b28be,0xb954e5e87e17066694d7feb38930c33bba1b20b8,428633599500000000000,1626432869,12837486,,,0.0,28000000000.0,21000
0xd7240915850e43edb6f05fd74bf0bee1631eb78e87f34de0780f665aadfcd9b1,0xd7561b06fabc5d43df0e97f73d29b67223e45c46,0x0020017ba727ba8a3c5212b183553aa022070289,175809863482952741718,1594869877,10468104,,,0.0,33000000000.0,21000
0xf838cb389ad9333e01a55a16bb809be9ef6480655357d18ff00d820755c291c1,0x0020017ba727ba8a3c5212b183553aa022070289,0xddca8bde20bc824a597d7ae587e7a36202534065,175809149482952741718,1594876554,10468588,,,0.0,34000000000.0,21000
0x7d9f27c14f90a8dd6172f08591ca3146c3d4f742d3bfbdaa539d1985e75d568f,0x967767249c2e30f74f639bd1a70d7d701cfc6ea1,0x00205ebefd77e659938a3120e164a73b45e9bed4,114675473330000000000,1593075842,10334002,,,0.0,43000000000.0,21000
0xc8d0917217d087dd8c326e7090d82dfb9e1c03ca9473195804f9ccfcbd28e5d4,0x00205ebefd77e659938a3120e164a73b45e9bed4,0x6c1a6efad75a5e4520d71137a2d0c2099fb78e04,114674024330000000000,1614836983,11969996,,,0.0,69000000000.0,21000
0x9d8b87830bc3eb176c531e9121a6ef4ae76ecbb83f9834e11a92099395c5cd5c,0x1dbc3fbd5634bebb802707db4a8b3c685a2c5944,0x002165e9e5f1433f708d7544b631577bb6c7021c,169552149450000000000,1593078655,10334246,,,0.0,45000000000.0,21000
0xa799950691a00c66c535e67f864de8dcf3dd8a044ca2ca0adae2e6e72b9c7b60,0x002165e9e5f1433f708d7544b631577bb6c7021c,0x18b586c3d0105733da4703b3ba21abefe77554ea,169550679450000000000,1614465243,11942083,,,0.0,70000000000.0,21000
0xe067d1855bb9c7f734917ea1071652352d446f575c562311959a1c6337b57bd5,0x6f6e9b741a5a7e5370b4a453bb5cb3c123e52f55,0x0030c989c4fcceff152cda0e49d13f9c933c1d03,541653703151940000000,1630399969,13132362,,,0.0,67000000000.0,21000
0xc6f6b82c13c7c16a9cc6021be2fed06f6302645eb401f250cbcde6e9ca6d3c4c,0x0030c989c4fcceff152cda0e49d13f9c933c1d03,0x595313ba10b2f41e42c04425f5056181022557e3,541652275151940000000,1630560928,13144447,,,0.0,68000000000.0,21000
0x1e5bf4f75abf19a7763d3086f00c419bd6675bc38d08d7e081ca41d24f56b8a7,0x48888762e78e9301a35a230c4f1281c993993489,0x00315ea09590ce0661f81d2ad654b30e9ac5dc0d,148153149590000000000,1612698881,11809097,,,0.0,110000000000.0,21000
0xd13923d2f157cecb48f1c276d388df2b05f2698e5653f0eb84aa22026a15bfd4,0xbf3411babda2b84c9b179edfab30625b437956c5,0x00315ea09590ce0661f81d2ad654b30e9ac5dc0d,223942260900000000000,1614992983,11981764,,,0.0,66000000000.0,21000
0x31401f259cf72b4fc0429352a94e594f3bc39c6aa355f03677b0b342dfe5dd63,0x00315ea09590ce0661f81d2ad654b30e9ac5dc0d,0x5edf56bcbe82d85792a2a7d1f54021fe260444a9,372094927490000000000,1622627905,12554383,,,0.0,23000000000.0,21000
0x9cf927e180498f8ac9f2d2093137645665ef9988cf3805da8d5eafdc9beaf7c6,0xe0ec8b20560f78f374afa7df0a9036f8bb19aa57,0x0033c6624dacad5e5bb077208646c4a54098aa95,201794576610000000000,1594382379,10431642,,,0.0,40000000000.0,21000
0x5f13a41d4964ede53f124e91f5ad036be38e922debb23a18f88b0482d563342c,0x0033c6624dacad5e5bb077208646c4a54098aa95,0xb9061f090dbe8f1593364609270d088fd5799324,201794051610000000000,1594391394,10432321,,,0.0,25000000000.0,21000
0x7cd1b2c7904f5b8e644f7103c5881b9bd414915aa6f1d93aa38852b96c6dd3e7,0xded54374ffe016122fb686fca93fa220a6d90bb7,0x00350d7998275c8891fcce29cc0de7046a49e28e,179888405500000000000,1594397433,10432770,,,0.0,23000000000.0,21000
0xf1dbd897dc0f7a6732d9ae729c067b4c8bee9512a7e402ecb9551b50021ee3f2,0x00350d7998275c8891fcce29cc0de7046a49e28e,0x3e887d90ed9f02676c8228daa098cff97d582341,179887880500000000000,1594398334,10432835,,,0.0,25000000000.0,21000
0x8da561a57a6b9f0659f76472f075a1b8bed865a000f28b9e37f32e1dbffc49a2,0x4ae62917c728b445b7ba666e258377b70eb904a7,0x0037e7b94a03980bacbff4798756da9381be582b,115437108020000000000,1622608354,12552895,,,0.0,29000000000.0,21000
0x48ad222844d0c669cdd80bcfee3f9dd5fa61a447138506e73d82c4244e068593,0x0037e7b94a03980bacbff4798756da9381be582b,0xb3b4545b4e09a53ac617e9d09201877bc435148b,115436604020000000000,1622612217,12553187,,,0.0,24000000000.0,21000
0x2e76a48745c88847712fad96a95966f0983c35562fc645af8115088cc4f12ed1,0x66534109ded6bf81a06956162916eb299e98ebee,0x003879ce3a410c1e2554c6dc209ac4b1e4fb9674,199580902140000000000,1593078963,10334271,,,0.0,45000000000.0,21000
0xe4b86e5e568dac6f267b8676a4afc7f7613159d485e70eeec254488548bd5e98,0x003879ce3a410c1e2554c6dc209ac4b1e4fb9674,0xa25879ce471bdb9f457d3614a70fe84fc78e0356,199579432140000000000,1614465243,11942083,,,0.0,70000000000.0,21000
0xa18cb41c56712ce7f6b762e66deab5c356afdc220153a5b22bd9d2293e03629f,0xa7f92503a6eecc75069cf2a62705c6764836bdcf,0x003a7f7f1b8f8a0e651afa97341413e0e6dc51c5,196002072564000000000,1629255250,13046672,,,0.0,39000000000.0,21000
0xac5ece0acb983e4bfc8c60e67183de39b9e840c5697fc367bc7dcaa2dd7eb1cd,0x9d8c0bd5f686077a109be1bef4a5ec3850e26604,0x003a7f7f1b8f8a0e651afa97341413e0e6dc51c5,407943749182800000000,1629256291,13046749,,,0.0,37000000000.0,21000
0x73fd5ea6e495ced86b1feeb3bcaaf9e3f129c19dfd4cdab89424a9573442cfdd,0x9998c7a6715c342cc33063c86e5e6717a258c1bb,0x003a7f7f1b8f8a0e651afa97341413e0e6dc51c5,494467336702135000000,1629256791,13046789,,,0.0,37000000000.0,21000
0x47f40738b249a8faf4363bbdfacb8341682dc880d9a049f13824f5c85b11ed06,0x003a7f7f1b8f8a0e651afa97341413e0e6dc51c5,0x84c6e1e9018c81649f8d163fce4860b5bfd7b5a2,413671976070000000000,1629257872,13046874,,,0.0,38000000000.0,21000
0x3bdee848b760ddba10fdc68e71ac2b61ada0267f0b08b1049875fecb1a01cb8c,0x003a7f7f1b8f8a0e651afa97341413e0e6dc51c5,0xb9a3495338027d5b6ae4ff0362f37552e8fce33b,570353786950000000000,1629257946,13046875,,,0.0,40000000000.0,21000
0x9010eb66991b82dd2ab7499b49c349ee20d5e19f2161f86c704e61d6d149a2d4,0x003a7f7f1b8f8a0e651afa97341413e0e6dc51c5,0xe6e6e4a07bf92e5f5e225721660152e70b14a9a3,114384917428935000000,1629257966,13046877,,,0.0,40000000000.0,21000
0x166e4956efbb83a3904c2a49aefaecf21cdd2719cc57c8f9b96634b2207cecf0,0xb387920bb1c9e4f42b46ffd2740b1dadee215bcf,0x003ccd4f317b6683e3ce42ba554f4cb7fd248a45,388720355610000000000,1629099426,13034962,,,0.0,49000000000.0,21000
0x331faab973b74846f4ef656a6e87c4acfecd960c9f944440b2478a6063f066f9,0x003ccd4f317b6683e3ce42ba554f4cb7fd248a45,0x9b7560bcad0b86044f2dc46b9965c69161ef1b59,388719536610000000000,1629270626,13047844,,,0.0,39000000000.0,21000
0xfbdc110310a48dbbd03366011880a1054f9c1a02523f5e9406382c7fcc38a278,0x7ae9eb2b35f57e563e0fc6c592133ffd351903ab,0x00409a4262db5e7afd2145a86b45450480d398a7,89229932209771200000,1630559498,13144340,,,0.0,65000000000.0,21000
0x901a9a5fe814158cabab2cd07b0bef3ff08f53dc2de8bcf6bf30a4d32dc7fa61,0xf89515e15e34e58b8d27de9064d370198113675d,0x00409a4262db5e7afd2145a86b45450480d398a7,444436645360140000000,1630561851,13144514,,,0.0,64000000000.0,21000
0xf61e90a872c0b5ccae3b450e3895add704922e63f043014db16f900095235f2b,0x00409a4262db5e7afd2145a86b45450480d398a7,0x68b50480ff65db73cae1ab069411b0ac9aaf7277,533665233569911200000,1630568911,13145029,,,0.0,64000000000.0,21000
0xf00e13315271630744e6d3f12356e66b19cb7b6beb793ef6c18e1cfa43601e16,0xaa54215c4a9df93a26abec883aab2c47d30b81d3,0x0041ffabbf786a2a85eaa2d1f44bf517a826eaaf,416518424680000000000,1624503785,12694379,,,0.0,13000000000.0,21000
0x85d7f3086aed6f03b0c0257d5d51e3c07f4b782b830bc648c68c730ea3a1eb0e,0x0041ffabbf786a2a85eaa2d1f44bf517a826eaaf,0xca0b7b426a0d086d68714054fa087ee63f1efa29,416518172680000000000,1624510852,12694891,,,0.0,12000000000.0,21000
0x41eca659c48fe850834fb9b2a3868d90c81fb3b9f50e182f5c9752c02009e760,0xb3d8afb49ce77d1528c3669117dd132b5cd8bf8b,0x0042cae02d3ac53cf4ae459f2f825a801ab85387,429063864117944214028,1622627791,12554372,,,0.0,23000000000.0,21000
0x901a12033b60e13794a581a618f28f3d9cc3041518550a5d698cc5d835f6a3d7,0x0042cae02d3ac53cf4ae459f2f825a801ab85387,0x8d4c5c828c5e03af531cd53d763868bfe16fa14e,429063402117944214028,1622638279,12555199,,,0.0,22000000000.0,21000
0x0d88273054ceeaa403b773bc1623fe2601511ea04c93d5ebef13a6fdb1c906d3,0xe5096754860e75351b32028cff6379afbd1a9c44,0x00439800377e14f8d0b9337922082361e7780914,121197635150000000000,1605234549,11246612,,,0.0,33000000000.0,21000
0xcdb143e79f54ec55deca436bd1a04243278791d97e721bb6021329ef0687af7c,0x00439800377e14f8d0b9337922082361e7780914,0x11457f17eae755a54484eb4679849d97f0d68998,121196270150000000000,1619228257,12300003,,,0.0,65000000000.0,21000
0x0c38e5c7af2e36e1f162920b07507266f52218be60c4cc710423d769aefca034,0xb6d70a0143c4ef6cf7abc0932bebf97d195bdff9,0x0047219b288fa42abc097af8fcf44e00bff6501f,109605086788068970826,1594359144,10429903,,,0.0,30000000000.0,21000
0x0e0c3ff6a060ac7811c415062c69ad1767cac84fc359595c7afa696910839314,0x0047219b288fa42abc097af8fcf44e00bff6501f,0xf449b6ca6cca917d663ae7956e7b8d0c15721261,109603700788068970826,1614992983,11981764,,,0.0,66000000000.0,21000
0xb6b77e969d5b31f3af4e4f6bd48524a4e0abf557a9900d7af6c6b4afd973fe4d,0x4819addd4a56a0633a3629ec0bc81f3d3f62e3bc,0x004b0208aa97330e36f0947e67376c3170213bed,125654530390000000000,1593079455,10334303,,,0.0,43000000000.0,21000
0xf8bd621910925c856228d7ac7185e043d5efc340d8d4b0b171a430d0726434c7,0x004b0208aa97330e36f0947e67376c3170213bed,0xcef70ee2611772de6ba04887ea61c74824fe95c2,125653060390000000000,1614474314,11942773,,,0.0,70000000000.0,21000
0xff3bd69a0fd55dd011d1a291093c93cfec92611f7f8952a0eb2e4f7fd6b6efb2,0xf7fb71974078868276e145b7898aca44e0bd9de7,0x004fb7f17099bc7a414a512858125d3435b944d2,99802730755520000000,1594737747,10458273,,,0.0,31000000000.0,21000
